,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
HIPK3,2.78671257750478e-152,0.479223900858635,0.625,0.391,3.98639234212058e-148,0,HIPK3
ACTN1,5.30130990838002e-152,0.339633812250523,0.878,0.719,7.58352382393762e-148,0,ACTN1
HTRA1,1.4833050155748e-149,-0.549692766609911,0.51,0.671,2.12186782477976e-145,0,HTRA1
LMCD1,2.5620924677878e-148,0.429880720454785,0.807,0.604,3.66507327517045e-144,0,LMCD1
SOCS2,3.87162048033058e-147,0.585047854940548,0.57,0.33,5.53835309711289e-143,0,SOCS2
TMEM70,4.13986077642541e-145,0.584756533586381,0.565,0.333,5.92207084067654e-141,0,TMEM70
ITGB1,3.14624266423746e-144,-0.357239499186641,0.764,0.842,4.50070013119168e-140,0,ITGB1
KCTD12,5.05275892352804e-144,0.361116632885952,0.602,0.384,7.22797164010685e-140,0,KCTD12
APCDD1,5.58040206891699e-144,-0.769414420189407,0.065,0.254,7.98276515958575e-140,0,APCDD1
RAB3C,1.01673600475332e-143,0.5901353936305,0.332,0.123,1.45444085479963e-139,0,RAB3C
SYBU,2.83681775666956e-141,0.490477727500136,0.23,0.07,4.05806780091581e-137,0,SYBU
MAT2A,3.76095315616771e-141,0.484644670965454,0.612,0.389,5.38004348989791e-137,0,MAT2A
FOSL1,1.34755552217093e-140,0.624737554963375,0.463,0.23,1.92767817446552e-136,0,FOSL1
ENPP2,7.35703361227807e-140,0.632409531964253,0.408,0.183,1.05242365823638e-135,0,ENPP2
IGFBP5,1.87560241971457e-138,-1.13396241173435,0.049,0.223,2.6830492614017e-134,0,IGFBP5
PMEPA1,5.83268903779729e-138,-0.71765206211519,0.161,0.374,8.34366166856903e-134,0,PMEPA1
GJA4,7.52625828860826e-138,-0.926898375298916,0.02,0.167,1.07663124818541e-133,0,GJA4
TRIB1,1.36774694394651e-136,0.512239028375067,0.68,0.452,1.95656200331548e-132,0,TRIB1
SERPINH1,6.26412241718311e-136,-0.253472336774376,0.833,0.843,8.96082711778044e-132,0,SERPINH1
HAPLN3,8.47025117910538e-136,0.546322607663532,0.589,0.36,1.21166943117102e-131,0,HAPLN3
EIF3E,1.3062457139968e-135,0.258445981002534,0.853,0.743,1.86858449387242e-131,0,EIF3E
TMEM176B,8.60271121592447e-134,0.461798600388282,0.231,0.08,1.230617839438e-129,0,TMEM176B
JUP,1.10629695630007e-133,-0.663751423983424,0.216,0.45,1.58255779598726e-129,0,JUP
NID1,1.53736675078506e-133,-0.666883027644588,0.219,0.43,2.19920313699803e-129,0,NID1
CYTH1,9.01922494554521e-133,0.510807333281446,0.669,0.441,1.29020012846024e-128,0,CYTH1
CCNL1,1.10088859527884e-132,0.345196838307984,0.888,0.73,1.57482113554638e-128,0,CCNL1
KDM6B,1.80265733650568e-132,0.526501029077938,0.632,0.408,2.57870131987137e-128,0,KDM6B
ATF3,9.7523682969164e-132,0.393689598881957,0.806,0.582,1.39507628487389e-127,0,ATF3
NRN1,2.54439447087858e-131,0.446849832913173,0.603,0.391,3.63975629059181e-127,0,NRN1
IL32,3.16935722598551e-131,-0.599422073932691,0.466,0.653,4.53376551177227e-127,0,IL32
MYRIP,5.60681818816932e-131,0.49946664116583,0.277,0.098,8.02055341817622e-127,0,MYRIP
CTNNAL1,1.25270559585376e-130,0.528333161951606,0.572,0.349,1.79199535486881e-126,0,CTNNAL1
IGFBP2,1.34105888338077e-130,0.535862172049138,0.399,0.184,1.91838473267619e-126,0,IGFBP2
SLC25A25,2.42240383121402e-130,0.556992307625116,0.525,0.302,3.46524868055165e-126,0,SLC25A25
HLA-DOA,2.68477076071063e-129,0.398124972808856,0.179,0.047,3.84056457319656e-125,0,HLA-DOA
CXCL2,8.56536573050935e-129,0.604620914283518,0.649,0.425,1.22527556774936e-124,0,CXCL2
SESN3,1.28024252494376e-128,0.568009815697096,0.37,0.165,1.83138693193205e-124,0,SESN3
CD276,1.68931375234217e-128,-0.64363761830531,0.105,0.303,2.41656332272547e-124,0,CD276
PERP,1.96940999086347e-128,0.544431302241146,0.484,0.266,2.81724099193019e-124,0,PERP
RALGDS,3.98144228926187e-128,0.536125082414605,0.643,0.423,5.6954531947891e-124,0,RALGDS
APLP2,1.19521394147551e-127,-0.404982823145128,0.659,0.761,1.70975354328072e-123,0,APLP2
MIR222HG,1.39155222843555e-127,0.605235404695592,0.413,0.198,1.99061546277705e-123,0,MIR222HG
GNAS,1.72527895037523e-127,-0.351370125260379,0.781,0.858,2.46801153851176e-123,0,GNAS
SH3BP5,2.39148899027197e-127,0.371160668433282,0.743,0.571,3.42102500058405e-123,0,SH3BP5
NREP,3.37579258472529e-127,-0.638278480239525,0.282,0.481,4.82907129244953e-123,0,NREP
CYP1B1,5.5982652847634e-127,0.470400380843301,0.376,0.18,8.00831848985404e-123,0,CYP1B1
DNAJB4,6.45179208771263e-127,0.448984521727536,0.774,0.579,9.22928858147292e-123,0,DNAJB4
KDR,9.7755233854207e-127,-0.639293187725862,0.333,0.523,1.39838862028443e-122,0,KDR
NFKBID,3.08730789941156e-125,0.608113099549718,0.318,0.127,4.41639395010824e-121,0,NFKBID
RALGAPA2,4.68564219102451e-125,0.516469468350043,0.556,0.328,6.70281115426056e-121,0,RALGAPA2
CCL2,4.10191415822951e-123,0.630343562188262,0.602,0.374,5.86778820334731e-119,0,CCL2
NOTCH4,1.59329025745447e-122,-0.686475765642515,0.206,0.418,2.27920171328863e-118,0,NOTCH4
SYNGR2,2.65471826431259e-122,0.345439606803344,0.786,0.609,3.79757447709915e-118,0,SYNGR2
ADGRF5,2.82343194883665e-122,-0.604636717645486,0.376,0.571,4.03891940281082e-118,0,ADGRF5
PTPRG,2.84459969417383e-122,-0.657827271569512,0.215,0.431,4.06919986251567e-118,0,PTPRG
HLA-DMB,1.49693364692333e-120,0.471531839564899,0.359,0.166,2.14136358192383e-116,0,HLA-DMB
DYSF,1.55121769800799e-120,-0.627892792618493,0.238,0.446,2.21901691700042e-116,0,DYSF
MAP1LC3B,2.2615704829948e-118,0.313140872083546,0.877,0.754,3.23517657592406e-114,0,MAP1LC3B
TNFRSF10B,4.38897588329553e-118,0.510409336636884,0.594,0.381,6.27843000105426e-114,0,TNFRSF10B
CA2,8.21172491725898e-118,-0.739811183198216,0.054,0.22,1.1746872494139e-113,0,CA2
NEURL1B,3.61607346914439e-117,0.562912201917026,0.372,0.173,5.17279309761105e-113,0,NEURL1B
CSRP2,3.76945866986491e-117,0.494266192888123,0.67,0.476,5.39221062724175e-113,0,CSRP2
TMEM176A,5.58819838080888e-117,0.422601883793207,0.219,0.081,7.9939177837471e-113,0,TMEM176A
PDK4,7.72190892715296e-117,0.535211988655085,0.427,0.217,1.10461907202923e-112,0,PDK4
RGCC,1.05858939825788e-116,-0.531627373275757,0.506,0.617,1.5143121342079e-112,0,RGCC
IRF1,1.08777459074764e-116,0.438380491414784,0.78,0.585,1.5560615520645e-112,0,IRF1
CYTL1,1.98860368330841e-115,0.598250337254122,0.424,0.218,2.84469756897269e-111,0,CYTL1
MCAM,3.69011460840969e-115,-0.446101444452927,0.498,0.599,5.27870894733007e-111,0,MCAM
SPRY4,5.42565514587501e-115,-0.658885695649221,0.207,0.385,7.76139968617421e-111,0,SPRY4
ISG15,1.49933112882368e-114,-0.587394789920753,0.422,0.58,2.14479317978227e-110,0,ISG15
FAM13C,1.07960723924672e-113,0.490561454704898,0.323,0.146,1.54437815574243e-109,0,FAM13C
UBE2D3,1.92446403665413e-112,0.259086766563498,0.916,0.806,2.75294580443373e-108,0,UBE2D3
CFB,9.64563919470077e-112,0.489967114825938,0.222,0.07,1.37980868680194e-107,0,CFB
TTC39A,1.07201005026418e-111,0.38656182964924,0.128,0.021,1.53351037690291e-107,0,TTC39A
SERPINB1,1.38577769601828e-111,0.406026789306867,0.648,0.46,1.98235499415415e-107,0,SERPINB1
TMTC1,1.75461565918243e-111,0.458146788346762,0.359,0.174,2.50997770046047e-107,0,TMTC1
FAM107A,5.00719223945358e-111,0.505219686930792,0.448,0.237,7.16278849853835e-107,0,FAM107A
CD81,5.9211647166729e-111,-0.429224502275699,0.592,0.716,8.47022612720058e-107,0,CD81
EIF3L,6.44484788867864e-111,0.3057639609409,0.805,0.669,9.21935490475479e-107,0,EIF3L
IDH2,2.07497749335353e-110,-0.584736313218742,0.133,0.324,2.96825530424223e-106,0,IDH2
PLSCR4,2.22495255835341e-110,0.32229694047073,0.312,0.159,3.18279463472455e-106,0,PLSCR4
C21orf91,4.98968135315377e-110,0.47922110103313,0.334,0.158,7.13773917568646e-106,0,C21orf91
EGR1,7.20565460126628e-110,0.348671665741863,0.802,0.607,1.03076889071114e-105,0,EGR1
GBP2,3.82506559456186e-109,0.471497045403815,0.573,0.363,5.47175633302074e-105,0,GBP2
JAG2,6.22307738389334e-109,-0.638699829554204,0.165,0.351,8.90211219765942e-105,0,JAG2
NEDD9,4.56638928202622e-108,0.372329233801703,0.821,0.654,6.53221986793851e-104,0,NEDD9
CD55,8.48661137420057e-108,0.402549795851088,0.748,0.567,1.21400975707939e-103,0,CD55
APLN,1.03089225635886e-107,-0.6849331145535,0.019,0.143,1.47469137272135e-103,0,APLN
DLL4,1.82968004959231e-107,-0.646738910751066,0.228,0.385,2.6173573109418e-103,0,DLL4
FSCN1,6.48842500420319e-107,-0.411734829989449,0.567,0.678,9.28169196851266e-103,0,FSCN1
SEMA3G,8.58654122628512e-107,-0.538356961099277,0.004,0.104,1.22830472242009e-102,0,SEMA3G
ADAMTS6,1.21068733793796e-106,-0.634234537012138,0.084,0.252,1.73188823692025e-102,0,ADAMTS6
ARID5A,1.90437748628102e-106,0.490167324365721,0.584,0.382,2.724211994125e-102,0,ARID5A
ACOT7,2.60758569090839e-105,-0.558907447819187,0.11,0.292,3.73015133084445e-101,0,ACOT7
PLXNA2,5.24035820258742e-105,-0.605763953582474,0.204,0.394,7.4963324088013e-101,0,PLXNA2
LRIG3,6.94376149451955e-105,0.540327373959624,0.312,0.135,9.93305081791022e-101,0,LRIG3
FCN3,9.21607527577534e-105,-0.590689308169252,0.02,0.144,1.31835956819966e-100,0,FCN3
CCDC68,1.01545597498384e-104,0.401519175986709,0.251,0.104,1.45260977221439e-100,0,CCDC68
OAF,2.04819940057365e-104,-0.587281067951552,0.189,0.386,2.9299492425206e-100,0,OAF
HIF1A,3.93372135149851e-104,0.361772869735112,0.848,0.699,5.62718839331861e-100,0,HIF1A
COL13A1,7.18558614895183e-104,-0.609704875464906,0.066,0.209,1.02789809860756e-99,0,COL13A1
TMEM204,1.20737900241837e-103,-0.559544686216178,0.318,0.51,1.72715566295948e-99,0,TMEM204
CCDC69,2.6176859311756e-103,0.43330806949976,0.522,0.33,3.7445997245467e-99,0,CCDC69
CNN3,4.09903572262511e-103,0.25345297446487,0.891,0.782,5.86367060121522e-99,0,CNN3
BIRC3,7.4496471578313e-103,0.544904823943555,0.395,0.2,1.06567202592777e-98,0,BIRC3
SOX17,8.2868204418838e-103,0.53424661824003,0.616,0.426,1.18542966421148e-98,0,SOX17
SOX4,1.72950638893571e-102,-0.482775166356211,0.543,0.698,2.47405888937253e-98,0,SOX4
FLT1,4.09303944724608e-102,-0.347628243297245,0.637,0.67,5.85509292928552e-98,0,FLT1
HEY1,7.44206590919633e-102,-0.705139585763373,0.104,0.274,1.06458752831053e-97,0,HEY1
MFAP2,9.70434780870781e-102,-0.662911842418545,0.074,0.228,1.38820695403565e-97,0,MFAP2
HSD17B11,1.01575949307213e-101,0.387290693140296,0.592,0.415,1.45304395483968e-97,0,HSD17B11
NID2,1.38508219954249e-101,-0.427288593889298,0.009,0.114,1.98136008644554e-97,0,NID2
ITM2A,2.64971787524206e-101,0.283758394826751,0.823,0.651,3.79042142053376e-97,0,ITM2A
KIAA0040,1.16616948542412e-100,0.494271639579166,0.327,0.156,1.66820544889921e-96,0,KIAA0040
LEPR,2.14722927469953e-100,0.415768354003554,0.384,0.212,3.07161147745768e-96,0,LEPR
ANKRD29,3.8680363219373e-100,0.354558880590267,0.213,0.083,5.5332259585313e-96,0,ANKRD29
MEOX1,4.00190430745542e-100,0.408361536409875,0.535,0.327,5.72472411181498e-96,0,MEOX1
ANGPTL2,1.11571526908415e-99,-0.599705878086996,0.177,0.362,1.59603069242488e-95,0,ANGPTL2
IFI16,7.84329537362498e-99,0.271056467185386,0.83,0.691,1.12198340319705e-94,0,IFI16
MYO1B,2.32114976937587e-98,-0.586954731255213,0.21,0.399,3.32040474509218e-94,0,MYO1B
S100A4,4.92928933330115e-98,-0.742736344295257,0.075,0.212,7.0513483912873e-94,0,S100A4
SCARB1,9.73159887865863e-98,0.425287544521988,0.26,0.112,1.39210521959212e-93,0,SCARB1
COL12A1,2.77182289021305e-97,-0.484651892254268,0.012,0.119,3.96509264444977e-93,0,COL12A1
CDKN3,6.1589020119343e-97,0.514889854811355,0.254,0.098,8.81030932807202e-93,0,CDKN3
TGFB1,7.10278599112162e-97,-0.491427861851164,0.384,0.559,1.01605353602995e-92,0,TGFB1
MTSS1,1.5587986039862e-96,-0.54743101877896,0.092,0.254,2.22986140300226e-92,0,MTSS1
TIPARP,1.85702619314742e-96,0.480253323607939,0.383,0.201,2.65647596929739e-92,0,TIPARP
GNAI2,2.6000069599136e-96,-0.275240235182533,0.771,0.822,3.7193099561564e-92,0,GNAI2
MCL1,2.94267546438102e-96,0.27174535628475,0.896,0.775,4.20949725179705e-92,0,MCL1
ZNF267,7.64303845098598e-96,0.503561695794294,0.483,0.301,1.09333665041354e-91,0,ZNF267
PDGFB,1.22355941192347e-95,-0.583629220970617,0.099,0.263,1.75030173875652e-91,0,PDGFB
ZBTB16,2.54164807585094e-95,0.421703115356303,0.207,0.073,3.63582757250478e-91,0,ZBTB16
RBP1,1.86763678082507e-94,-0.61556415174759,0.083,0.228,2.67165441497027e-90,0,RBP1
ARL5B,4.48689749428971e-94,0.43286610135267,0.499,0.312,6.41850686558144e-90,0,ARL5B
CADM3-AS1,1.38860678878817e-93,0.386324130580094,0.194,0.067,1.98640201136148e-89,0,CADM3-AS1
MYC,1.39000461197354e-93,0.366651290552484,0.547,0.363,1.98840159742815e-89,0,MYC
CXCL12,1.54744640479346e-93,-0.770491603600807,0.131,0.257,2.21362208205704e-89,0,CXCL12
NRP2,7.90369923775123e-93,-0.513419858393936,0.365,0.517,1.13062417596031e-88,0,NRP2
CRTAP,1.45855408577496e-92,0.295967550274658,0.754,0.617,2.08646161970109e-88,0,CRTAP
ARHGAP4,9.04474136407688e-92,-0.5267152277304,0.053,0.192,1.2938502521312e-87,0,ARHGAP4
CPVL,1.37982500950389e-91,0.411118409597567,0.197,0.065,1.97383967609531e-87,0,CPVL
