,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
PHLDB1,1.18818813335044e-177,0.595563975569584,0.414,0.186,1.69970312475781e-173,capillary,PHLDB1
TMEM204,1.45278515736997e-177,0.514221838055749,0.614,0.371,2.07820916761775e-173,capillary,TMEM204
EXOC3L1,8.61042292717945e-177,0.57165569602948,0.307,0.111,1.23172099973302e-172,capillary,EXOC3L1
TTYH3,1.38744735600909e-174,0.577723184873957,0.408,0.188,1.984743442771e-170,capillary,TTYH3
TSPAN15,6.52337462516052e-174,0.609435967074426,0.448,0.223,9.33168740129212e-170,capillary,TSPAN15
STC2,1.11370098740168e-173,0.579197959135422,0.358,0.147,1.5931492624781e-169,capillary,STC2
TP53I11,3.34143166895359e-173,0.694390162705395,0.338,0.142,4.7799180024381e-169,capillary,TP53I11
F2R,9.75759015071417e-172,0.535721756449167,0.594,0.36,1.39582327105966e-167,capillary,F2R
LAMC1,1.4970444832895e-171,0.499022696183031,0.677,0.452,2.14152213334563e-167,capillary,LAMC1
KCNQ1,2.13086150709572e-170,0.46370909972441,0.144,0.019,3.04819738590042e-166,capillary,KCNQ1
FHOD1,3.43795370898896e-170,0.568651431350879,0.311,0.115,4.9179927807087e-166,capillary,FHOD1
SYNPO,2.14722887760273e-169,0.477905520126671,0.637,0.398,3.07161090941071e-165,capillary,SYNPO
SVIL,5.22937118160735e-169,0.52330202758041,0.547,0.309,7.48061547528931e-165,capillary,SVIL
OAF,2.05126124511068e-167,0.534811816401418,0.48,0.251,2.93432921113083e-163,capillary,OAF
ITGA8,2.72240306064156e-167,0.580535461520009,0.241,0.07,3.89439757824775e-163,capillary,ITGA8
NDST1,5.43400865692653e-163,0.525235019415345,0.491,0.263,7.77334938373341e-159,capillary,NDST1
SOX18,3.44108827078035e-162,0.37133888829182,0.602,0.381,4.92247677135129e-158,capillary,SOX18
STARD4,5.21654375799045e-162,0.585888286948941,0.357,0.151,7.46226584580533e-158,capillary,STARD4
ALPK3,6.90120045240519e-161,0.553896934794064,0.257,0.083,9.87216724716562e-157,capillary,ALPK3
APLP2,3.85018030144119e-160,0.38634417868609,0.845,0.67,5.50768292121162e-156,capillary,APLP2
THBS1,9.77544591310232e-160,0.597613946929651,0.615,0.386,1.39837753786929e-155,capillary,THBS1
RCAN2,1.22233745759714e-159,0.469989121895737,0.245,0.08,1.7485537330927e-155,capillary,RCAN2
CDA,2.13233916973934e-159,0.576891732271206,0.398,0.185,3.05031118231212e-155,capillary,CDA
PTPRK,4.90396145753061e-159,0.47438794035976,0.663,0.433,7.01511686499754e-155,capillary,PTPRK
PRDM1,5.26134056662818e-159,0.537610589192342,0.415,0.196,7.52634768056161e-155,capillary,PRDM1
CRIP1,7.12655194921333e-159,0.485207944589936,0.677,0.441,1.01945325633497e-154,capillary,CRIP1
FMNL3,1.95560277289012e-158,0.539959603911276,0.417,0.2,2.79748976661931e-154,capillary,FMNL3
CHD3,4.14919948151598e-158,0.52801293741958,0.391,0.181,5.93542985830861e-154,capillary,CHD3
COL12A1,2.52079941245542e-157,0.578857477191133,0.181,0.039,3.60600355951748e-153,capillary,COL12A1
ACOT7,1.31762513548188e-155,0.545936330777703,0.377,0.169,1.88486275630682e-151,capillary,ACOT7
ITGA5,3.5269345942851e-155,0.381686714809917,0.819,0.633,5.04527993712484e-151,capillary,ITGA5
ADGRL2,3.86671043268875e-155,0.460551731070805,0.455,0.237,5.53132927396126e-151,capillary,ADGRL2
PLPP3,8.56568849726818e-154,0.468201177492171,0.736,0.525,1.22532173953421e-149,capillary,PLPP3
FLNA,3.51052035005185e-153,0.420701995343976,0.762,0.559,5.02179936074918e-149,capillary,FLNA
PRSS23,2.8128629141571e-152,0.331045356068186,0.892,0.739,4.02380039870174e-148,capillary,PRSS23
JAK1,3.2650956968733e-152,0.356548072056516,0.809,0.647,4.67071939437725e-148,capillary,JAK1
ITGB1,2.6179160723025e-150,0.277648339232746,0.907,0.772,3.74492894142872e-146,capillary,ITGB1
GNG2,1.8506918950087e-148,0.480437272947079,0.165,0.035,2.64741475580995e-144,capillary,GNG2
PLOD1,3.17017236511217e-148,0.529782424077647,0.488,0.27,4.53493156829297e-144,capillary,PLOD1
C16orf74,1.30361568850056e-144,0.460937280152348,0.185,0.047,1.86482224240005e-140,capillary,C16orf74
PINK1,7.55837922085713e-144,0.523100051050981,0.395,0.191,1.08122614754361e-139,capillary,PINK1
LAMP3,6.05480590091468e-143,0.553878873173974,0.279,0.104,8.66139984125845e-139,capillary,LAMP3
FAP,6.38477743958751e-143,0.537346289744037,0.304,0.121,9.13342412732994e-139,capillary,FAP
COL6A1,5.5153619536749e-142,0.547111893931218,0.377,0.177,7.88972527473195e-138,capillary,COL6A1
ISG15,7.70879273610428e-142,0.512123716749429,0.676,0.459,1.10274280089972e-137,capillary,ISG15
RNF7,6.00489608923727e-141,0.373448943283408,0.762,0.586,8.59000385565392e-137,capillary,RNF7
ETS1,2.11433654086319e-139,0.353445881666312,0.694,0.496,3.0245584217048e-135,capillary,ETS1
IDH2,8.84724529416011e-138,0.4827540095232,0.402,0.202,1.2655984393296e-133,capillary,IDH2
TNFAIP8L1,5.56475679120832e-137,0.518103532121992,0.402,0.203,7.9603845898235e-133,capillary,TNFAIP8L1
PON2,1.94509353166257e-135,0.405439665289138,0.693,0.486,2.78245629704331e-131,capillary,PON2
IL32,2.36983080224867e-135,0.418277687101853,0.735,0.53,3.39004296261672e-131,capillary,IL32
PLCB1,6.95122566360119e-135,0.384979984697629,0.506,0.305,9.9437283117815e-131,capillary,PLCB1
RALA,2.52829589162292e-134,0.457934517443993,0.62,0.411,3.61672727296659e-130,capillary,RALA
LDHB,2.54439493104102e-134,0.323355801519023,0.797,0.625,3.63975694885418e-130,capillary,LDHB
FOLH1,3.2907249911944e-134,0.451234791976488,0.153,0.032,4.70738209990359e-130,capillary,FOLH1
NRCAM,3.81943027473353e-132,0.444076562893239,0.16,0.036,5.46369500800632e-128,capillary,NRCAM
MARCKSL1,4.0619935846171e-132,0.263043857865855,0.907,0.765,5.81068182279476e-128,capillary,MARCKSL1
GADD45GIP1,4.38802920058182e-132,0.36399320030652,0.768,0.578,6.27707577143229e-128,capillary,GADD45GIP1
LOXL2,2.1111928568459e-130,0.485484529135625,0.443,0.24,3.02006138171806e-126,capillary,LOXL2
LAPTM4B,6.18064948750504e-130,0.408118681444399,0.561,0.36,8.84141909187596e-126,capillary,LAPTM4B
CPNE5,1.98677001112764e-129,0.511529281196752,0.283,0.113,2.84207450091809e-125,capillary,CPNE5
MARCKS,2.23131272758827e-128,0.326368997060035,0.647,0.445,3.19189285681503e-124,capillary,MARCKS
HDAC7,2.60582340973596e-128,0.390550657016649,0.672,0.463,3.72763038762729e-124,capillary,HDAC7
PGF,1.15902716767802e-127,0.609456074123141,0.326,0.151,1.6579883633634e-123,capillary,PGF
JAG2,8.44723785046373e-127,0.382309828161096,0.422,0.235,1.20837737450884e-122,capillary,JAG2
NOX4,2.68626716891608e-124,0.512526742731512,0.34,0.159,3.84270518513445e-120,capillary,NOX4
RNF145,7.72074975348832e-124,0.437107672316204,0.567,0.365,1.1044532522365e-119,capillary,RNF145
TBCD,4.20622022130931e-123,0.494956414496512,0.411,0.219,6.01699802658296e-119,capillary,TBCD
DAPK3,1.14044161091156e-122,0.465602424333092,0.54,0.339,1.63140172440899e-118,capillary,DAPK3
CACNA1C,1.69233143006879e-122,0.43318477713964,0.15,0.034,2.42088011071341e-118,capillary,CACNA1C
MTSS1,1.7754347426093e-122,0.492487644654087,0.324,0.149,2.53975939930261e-118,capillary,MTSS1
NID2,1.24202940291705e-120,0.488499090934625,0.162,0.044,1.77672306087284e-116,capillary,NID2
MAP4K4,3.53364863587357e-119,0.439204221124312,0.501,0.304,5.05488437361714e-115,capillary,MAP4K4
COL27A1,5.90793310642825e-119,0.397523184038126,0.115,0.021,8.45129830874562e-115,capillary,COL27A1
PLEKHO1,2.77261001201658e-118,0.457162391906894,0.388,0.205,3.96621862218971e-114,capillary,PLEKHO1
ITGA6,3.50790933553227e-118,0.275775578452209,0.817,0.658,5.01806430447891e-114,capillary,ITGA6
CREB3L2,4.70631894410555e-118,0.47680533517791,0.37,0.186,6.73238924954299e-114,capillary,CREB3L2
FJX1,4.09824432074926e-117,0.50198248178843,0.217,0.075,5.86253850083182e-113,capillary,FJX1
PKN1,1.41168515611571e-116,0.454811402947388,0.405,0.221,2.01941561582352e-112,capillary,PKN1
AGRN,1.86554728448141e-116,0.478075007613929,0.455,0.262,2.66866539045066e-112,capillary,AGRN
FNDC3B,1.97909373886868e-116,0.387023184437492,0.642,0.444,2.83109359345165e-112,capillary,FNDC3B
NOL4L,2.72312597720887e-116,0.441384685788032,0.391,0.212,3.89543171039729e-112,capillary,NOL4L
YWHAH,7.16766827683457e-115,0.263637941275531,0.827,0.668,1.02533494700118e-110,capillary,YWHAH
ANGPT2,2.63279731703564e-114,0.621328703438529,0.438,0.254,3.76621656201949e-110,capillary,ANGPT2
MAPRE2,3.04181933946569e-114,0.42177930885743,0.448,0.26,4.35132256510567e-110,capillary,MAPRE2
MMP15,1.18721966605823e-113,0.439608843999012,0.25,0.098,1.6983177322963e-109,capillary,MMP15
PTPRE,2.65383226612671e-113,0.436164026152074,0.56,0.357,3.79630705669426e-109,capillary,PTPRE
PPM1F,5.37102912825399e-113,0.400391327242036,0.404,0.227,7.68325716796733e-109,capillary,PPM1F
PDE8A,1.69895990496691e-112,0.459337170673936,0.339,0.167,2.43036214405516e-108,capillary,PDE8A
ACTN4,1.03604695549339e-111,0.265269990127517,0.838,0.688,1.48206516983329e-107,capillary,ACTN4
TMEM184B,1.41110055785803e-111,0.421867178384961,0.507,0.314,2.01857934801591e-107,capillary,TMEM184B
MACF1,2.04055599382568e-111,0.337937755321675,0.791,0.619,2.91901534916763e-107,capillary,MACF1
EFNB1,5.76488655160581e-111,0.407915408280963,0.272,0.122,8.24667021207211e-107,capillary,EFNB1
CDC42EP1,7.44952011941255e-111,0.411623968569667,0.521,0.329,1.06565385308197e-106,capillary,CDC42EP1
VASP,8.36202569263364e-111,0.385818877495311,0.586,0.404,1.19618777533124e-106,capillary,VASP
PLEKHA1,1.0352495044519e-110,0.419601283811445,0.553,0.356,1.48092441611845e-106,capillary,PLEKHA1
MICALL2,3.99968905756537e-110,0.445901549137198,0.213,0.077,5.72155519684727e-106,capillary,MICALL2
MYDGF,7.94909976316827e-110,0.327596997726639,0.755,0.582,1.13711872112122e-105,capillary,MYDGF
MAP1S,4.11050934911211e-109,0.453816145257418,0.337,0.17,5.88008362390488e-105,capillary,MAP1S
TGFB1,7.76553411227825e-109,0.37685168144908,0.64,0.442,1.1108596547614e-104,capillary,TGFB1
FADS2,3.41932947414544e-108,0.382445821058118,0.144,0.037,4.89135081276505e-104,capillary,FADS2
RASAL2,6.50650433432537e-108,0.393970168197846,0.47,0.285,9.30755445025244e-104,capillary,RASAL2
TMEM37,7.07745314665177e-108,0.372125845604134,0.148,0.039,1.01242967262854e-103,capillary,TMEM37
PLK2,1.32814412364534e-107,0.270389595094622,0.59,0.414,1.89991016887465e-103,capillary,PLK2
PICALM,2.18174528176818e-107,0.307182665696314,0.621,0.446,3.12098662556938e-103,capillary,PICALM
TAX1BP3,1.46308812139795e-106,0.384920638984082,0.605,0.418,2.09294755765976e-102,capillary,TAX1BP3
STT3B,1.6313254083171e-106,0.388842692575706,0.367,0.205,2.33361099659761e-102,capillary,STT3B
HCLS1,2.19772091572682e-106,0.472959451742471,0.376,0.203,3.14383976994721e-102,capillary,HCLS1
NME4,5.13225501938115e-105,0.366684176302621,0.56,0.377,7.34169080522474e-101,capillary,NME4
MPRIP,5.37914447050807e-105,0.395130305195685,0.447,0.269,7.6948661650618e-101,capillary,MPRIP
TWF2,1.10266850229574e-104,0.396742447719459,0.539,0.355,1.57736729253405e-100,capillary,TWF2
FN1,1.62957149606205e-104,0.325175320605168,0.486,0.309,2.33110202511676e-100,capillary,FN1
ZNF428,2.38987145864521e-104,0.375182917137302,0.645,0.457,3.41871112159198e-100,capillary,ZNF428
WIPI1,3.64978098175074e-104,0.413594966846867,0.248,0.106,5.22101169439443e-100,capillary,WIPI1
DUSP6,8.63973966200319e-103,0.297935153888573,0.655,0.469,1.23591475864956e-98,capillary,DUSP6
AP2S1,1.59166063008688e-102,0.294179438378505,0.805,0.645,2.27687053133928e-98,capillary,AP2S1
DGKD,1.85454767369682e-102,0.420599609956217,0.195,0.069,2.65293044722331e-98,capillary,DGKD
EXT1,1.91116062963613e-102,0.379134412799719,0.245,0.108,2.73391528069449e-98,capillary,EXT1
CDH5,1.29004626284333e-101,0.257409647760463,0.832,0.675,1.84541117899739e-97,capillary,CDH5
ARHGEF12,1.54830715225657e-101,0.373050038225615,0.557,0.373,2.21485338130302e-97,capillary,ARHGEF12
ROBO1,2.36762682178626e-101,0.386323359089722,0.362,0.196,3.38689016856524e-97,capillary,ROBO1
BCL6B,4.66052029839798e-101,0.381263356860285,0.481,0.302,6.66687428685832e-97,capillary,BCL6B
SHROOM4,5.89218518796503e-101,0.388517068024984,0.507,0.319,8.42877091138398e-97,capillary,SHROOM4
GMFG,7.19878166523281e-101,0.28243104156677,0.693,0.515,1.02978571721155e-96,capillary,GMFG
SMOX,9.75343850996398e-100,0.401297618493949,0.217,0.085,1.39522937885035e-95,capillary,SMOX
NT5E,6.52534928053495e-99,0.405562447164681,0.496,0.317,9.33451214580525e-95,capillary,NT5E
ADAMTS6,1.01145674434092e-98,0.469820454110948,0.309,0.151,1.44688887277968e-94,capillary,ADAMTS6
DBI,2.13420243359413e-98,0.297887008996384,0.796,0.643,3.05297658125641e-94,capillary,DBI
CASC15,3.47411548380814e-98,0.458393219692604,0.295,0.142,4.96972219958755e-94,capillary,CASC15
AKAP13,4.54146428412833e-97,0.26864735286899,0.773,0.607,6.49656465844558e-93,capillary,AKAP13
DBN1,5.39105655279323e-97,0.347038530381801,0.547,0.367,7.71190639877072e-93,capillary,DBN1
SEC24D,1.06142159077898e-96,0.387810040557574,0.301,0.153,1.51836358560934e-92,capillary,SEC24D
ATOX1,1.50084118216552e-96,0.251658580376177,0.777,0.626,2.14695331108778e-92,capillary,ATOX1
GPX1,6.02873734568149e-96,0.39126385612762,0.604,0.427,8.62410877299738e-92,capillary,GPX1
TIE1,1.33475397391726e-95,0.257447669158808,0.808,0.642,1.90936555968863e-91,capillary,TIE1
ORAI2,2.4980792985108e-95,0.425235135520043,0.304,0.154,3.57350243651969e-91,capillary,ORAI2
HOXD9,2.8972194513851e-95,0.437143868784679,0.38,0.215,4.14447242520638e-91,capillary,HOXD9
SURF4,4.25259125839805e-95,0.351639868303608,0.588,0.41,6.08333179513841e-91,capillary,SURF4
FKBP10,5.32977774714717e-95,0.387885301869956,0.503,0.322,7.62424706729403e-91,capillary,FKBP10
ANKRD11,1.24406014271766e-94,0.382080275504119,0.485,0.311,1.77962803415761e-90,capillary,ANKRD11
GNB1,2.74569467515338e-94,0.308976675635263,0.631,0.46,3.92771623280691e-90,capillary,GNB1
FCN3,3.67561399382219e-94,0.489769721528211,0.189,0.068,5.25796581816264e-90,capillary,FCN3
AFAP1L1,7.78530305680138e-94,0.414385322762029,0.437,0.264,1.11368760227544e-89,capillary,AFAP1L1
SLC12A2,1.69341498734987e-93,0.327169629088147,0.276,0.143,2.42243013940398e-89,capillary,SLC12A2
ZNF532,2.23994240004802e-93,0.349256249484458,0.226,0.102,3.20423760326869e-89,capillary,ZNF532
ST8SIA4,1.23087104129116e-92,0.327666643911616,0.38,0.224,1.76076102456701e-88,capillary,ST8SIA4
MCF2L,1.36274497783843e-92,0.344938206835746,0.416,0.253,1.94940669079787e-88,capillary,MCF2L
MRPL17,2.20347178432968e-92,0.357144662874799,0.578,0.401,3.1520663874836e-88,capillary,MRPL17
DAB2,3.270068006014e-92,0.294101235080287,0.563,0.395,4.67783228260303e-88,capillary,DAB2
HDLBP,3.50069423995578e-92,0.318316520663255,0.638,0.469,5.00774311025674e-88,capillary,HDLBP
PLEKHG5,5.3350782132811e-92,0.399820217020597,0.216,0.088,7.63182938409862e-88,capillary,PLEKHG5
GABRD,2.8094838527682e-91,0.387123646051933,0.132,0.035,4.01896665138491e-87,capillary,GABRD
DNAJA4,3.33441130851993e-91,0.496788388447569,0.295,0.148,4.76987537683776e-87,capillary,DNAJA4
FYN,5.66783802795789e-91,0.379151977142699,0.426,0.259,8.10784229899376e-87,capillary,FYN
TXNDC17,1.43682957004356e-90,0.333404158367303,0.621,0.452,2.05538469994731e-86,capillary,TXNDC17
CALU,3.0338963969863e-90,0.289719746586272,0.682,0.51,4.3399887958889e-86,capillary,CALU
JUND,7.39946511462128e-90,0.283863099327234,0.832,0.687,1.05849348464657e-85,capillary,JUND
SQLE,1.85171618781169e-89,0.418327073262135,0.28,0.139,2.64888000666463e-85,capillary,SQLE
CHST1,3.9326601150318e-89,0.395741317299694,0.18,0.065,5.62567029455298e-85,capillary,CHST1
PGM2L1,5.28436344141802e-89,0.400021284525623,0.486,0.312,7.55928190294847e-85,capillary,PGM2L1
GRPEL2,5.35779963518465e-89,0.411836460717041,0.214,0.09,7.66433237813164e-85,capillary,GRPEL2
ZFHX3,3.71164976243022e-88,0.371961613017077,0.329,0.181,5.30951498515643e-84,capillary,ZFHX3
FGD6,8.66789344110213e-87,0.347454206170258,0.294,0.155,1.23994215674966e-82,capillary,FGD6
ABRACL,9.09587349657345e-87,0.321826429986499,0.496,0.328,1.30116470368483e-82,capillary,ABRACL
DGKH,1.01756558129063e-86,0.389025301684677,0.314,0.168,1.45562756403625e-82,capillary,DGKH
